rank,UNITID,INSTNM,state,risk_score,driver_1,driver_2,driver_3,operating_margin,endowment_per_student,total_enrollment,enrollment_3yr_pct
1032,204200,Mount St. Joseph University,OH,0.04178272980501393,tuition per student,undergraduate share of enrollment,3-yr expendable net assets % change,0.0278267314599198,31786.65193133047,2330.0,-0.0025684931506849
1033,414966,Phillips Theological Seminary,OK,0.04178272980501393,endowment per student,expendable net assets,3-yr enrollment % change,0.6835754876103438,1100552.6592592592,135.0,-0.2372881355932203
1034,148584,University of St Francis,IL,0.04178272980501393,enrollment trend (slope),3-yr avg assets-to-liabilities,undergraduate share of enrollment,-0.0207367809800451,6054.631039814457,5174.0,0.0537678207739307
1035,417752,Messenger College,TX,0.04178272980501393,tuition & fees,expendable net assets,total assets,0.0014169173139659,29139.72413793104,29.0,-0.1212121212121212
1036,430670,San Juan Bautista School of Medicine,PR,0.04178272980501393,total assets,3-yr expendable net assets % change,endowment EOY,0.183496367285578,,436.0,0.101010101010101
1037,148627,Saint Xavier University,IL,0.04178272980501393,tuition per student,expenses trend (slope),tuition dependence (tuition / total revenue),0.14209217917107,12558.57924773022,3855.0,-0.0944326990838618
1038,148496,Dominican University,IL,0.04178272980501393,tuition per student,endowment EOY,undergraduate share of enrollment,0.0589744482527348,13128.451054752311,4219.0,0.1329215896885069
1039,147679,North Park University,IL,0.04178272980501393,expendable net assets,tuition per student,3-yr expendable net assets % change,0.1020149156458159,35576.14187192118,3045.0,0.0003285151116951
1040,156727,Frontier Nursing University,KY,0.04178272980501393,tuition per student,endowment EOY,endowment per student,0.2315722451154125,6853.718920470858,3483.0,0.0125
1041,236896,Walla Walla University,WA,0.04178272980501393,tuition per student,total liabilities,enrollment trend (slope),0.0967510163339551,26967.844817602778,1727.0,0.0492102065613608
1042,233842,Union Presbyterian Seminary,VA,0.04178272980501393,endowment per student,tuition & fees,total liabilities,0.4018989944879805,900653.8865979381,194.0,0.005181347150259
1043,234137,Virginia University of Lynchburg,VA,0.04178272980501393,endowment EOY,total assets,total liabilities,0.2020242620702823,2080.241768579492,1063.0,0.1681318681318681
1044,236452,Saint Martin's University,WA,0.04178272980501393,tuition per student,3-yr avg assets-to-liabilities,revenue per student,0.0855807123296565,26701.761604584528,1745.0,-0.0698294243070362
1045,167297,North Bennet Street School,MA,0.04178272980501393,expendable net assets,endowment EOY,total assets,,,162.0,0.0657894736842105
1046,205124,Rabbinical College Telshe,OH,0.04178272980501393,tuition per student,expendable net assets,total assets,0.1175677661448778,1844.1527777777776,72.0,0.0140845070422535
1047,154590,William Penn University,IA,0.04178272980501393,endowment EOY,expendable net assets,assets-to-liabilities ratio,0.1075328154058404,5265.880739415623,1677.0,0.1069306930693069
1048,204486,University of Northwestern Ohio,OH,0.04178272980501393,endowment EOY,expenses trend (slope),endowment per student,0.0348223941653716,,3175.0,-0.0617612293144208
1049,247773,Yeshiva Gedolah of Greater Detroit,MI,0.04178272980501393,expendable net assets,total assets,endowment EOY,0.0978239020791647,,73.0,0.106060606060606
1050,177986,Logan University,MO,0.04178272980501393,undergrad enrollment,3-yr enrollment % change,tuition per student,0.1404276145022474,16538.178571428572,2128.0,-0.1582278481012658
1051,150288,Concordia Theological Seminary,IN,0.04178272980501393,total liabilities,undergrad enrollment,3-yr revenue % change,0.4296132998723052,288940.47204968944,322.0,-0.1889168765743073
1052,247649,Landmark College,VT,0.04178272980501393,total assets,endowment EOY,total revenue,0.1197715222581232,32358.0,984.0,0.0592034445640473
1053,366368,New York Academy of Art,NY,0.04178272980501393,total liabilities,expendable net assets,3-yr avg expenses-to-revenue,-0.0974488953027895,5178.203539823009,113.0,0.1078431372549019
1054,240338,Wisconsin Lutheran College,WI,0.04178272980501393,tuition per student,assets-to-liabilities ratio,enrollment trend (slope),0.0393928524159933,37662.335872048745,1313.0,0.0217898832684824
1055,178369,Missouri Valley College,MO,0.04178272980501393,endowment EOY,total assets,3-yr expendable net assets % change,-0.0254854094564698,6700.351232876712,1825.0,-0.0587931923671995
1056,206437,Walsh University,OH,0.04178272980501393,expenses trend (slope),tuition per student,total liabilities,-0.02185104336774,16047.121703853956,2465.0,-0.035225048923679
1057,155335,Newman University,KS,0.04178272980501393,total assets,enrollment trend (slope),3-yr avg operating margin,0.000248308815634,6711.727567298106,4012.0,0.0136432541687721
1058,236230,Pacific Lutheran University,WA,0.04178272980501393,expendable net assets,tuition per student,3-yr expendable net assets % change,0.163921342208939,42176.90339091491,3126.0,0.0032092426187419
1059,241377,Caribbean University-Bayamon,PR,0.04178272980501393,total assets,3-yr avg expenses-to-revenue,3-yr avg assets-to-liabilities,0.001015918249519,160.02224894768491,1663.0,0.4311531841652323
1060,241386,Caribbean University-Carolina,PR,0.04178272980501393,total assets,total liabilities,expendable net assets,0.0010161745066033,77.59821428571429,224.0,0.087378640776699
1061,240107,Viterbo University,WI,0.04178272980501393,total liabilities,3-yr avg operating margin,tuition per student,0.0061879429208251,23807.188816267248,2754.0,-0.0976408912188728
1062,231068,SIT Graduate Institute,VT,0.04178272980501393,expendable net assets,total assets,revenue trend (slope),0.0250537081060308,27423.30146163216,1642.0,0.2505712109672505
1063,193070,Mesivtha Tifereth Jerusalem of America,NY,0.04178272980501393,expendable net assets,3-yr expendable net assets % change,total assets,0.006923567660459,,67.0,-0.2023809523809523
1064,232609,University of Lynchburg,VA,0.04178272980501393,undergraduate share of enrollment,tuition per student,3-yr avg operating margin,-0.0073464902304,43837.82730673317,3208.0,0.0391966310333657
1065,193609,Neighborhood Playhouse School of the Theater,NY,0.04178272980501393,expendable net assets,endowment EOY,3-yr expendable net assets % change,,,71.0,-0.1234567901234567
1066,161518,Saint Joseph's College of Maine,ME,0.04178272980501393,3-yr avg operating margin,undergraduate share of enrollment,total assets,0.004038658081617,8032.845164363983,2099.0,-0.0300369685767097
1067,222628,Amberton University,TX,0.04178272980501393,total liabilities,total assets,undergrad enrollment,0.4668839678224846,34576.219712525664,1461.0,-0.0375494071146245
1068,219639,Baptist Health Sciences University,TN,0.04178272980501393,tuition per student,3-yr avg expenses-to-revenue,total liabilities,0.1078002844876481,86665.33144475921,1059.0,0.0104961832061068
1069,219091,Dakota Wesleyan University,SD,0.04178272980501393,3-yr expendable net assets % change,total assets,3-yr avg operating margin,0.0821109099580743,43619.36252545825,982.0,-0.0150451354062186
1070,228194,South Texas College of Law Houston,TX,0.04178272980501393,revenue per student,total liabilities,undergrad enrollment,0.1458254755816045,53168.94144556267,1093.0,0.0419447092469018
1071,227863,University of St Thomas,TX,0.04178272980501393,expendable net assets,tuition per student,3-yr avg operating margin,0.1464778868818013,32652.12374132916,4469.0,0.0323400323400323
1072,230807,Westminster University,UT,0.04178272980501393,tuition per student,3-yr avg expenses-to-revenue,undergrad enrollment,-0.1406801653098871,50392.11382681564,1432.0,-0.1755900978698906
1073,157818,Transylvania University,KY,0.04178272980501393,expendable net assets,tuition per student,3-yr avg operating margin,0.3954285857424999,265837.9737609329,1029.0,0.0310621242484969
1074,228042,Schreiner University,TX,0.04178272980501393,expendable net assets,tuition per student,revenue per student,0.1442768341770933,59919.12283136711,1441.0,0.1518784972022382
1075,212601,Gannon University,PA,0.04178272980501393,tuition & fees,undergraduate share of enrollment,tuition per student,0.071964956195244,15980.324074074077,5184.0,-0.0034602076124567
1076,222983,Austin College,TX,0.04178272980501393,expendable net assets,tuition per student,3-yr avg operating margin,0.3094495201652392,161400.19360269362,1188.0,-0.0434782608695652
1077,163295,Maryland Institute College of Art,MD,0.04178272980501393,tuition per student,3-yr enrollment % change,undergraduate share of enrollment,0.0562930559917271,52766.47056179775,2225.0,-0.1117764471057884
1078,212984,Holy Family University,PA,0.04178272980501393,tuition per student,endowment EOY,enrollment trend (slope),0.0573801388181704,8031.768581540975,3673.0,0.0311622683885457
1079,213376,Lackawanna College,PA,0.04178272980501393,endowment EOY,revenue per student,total expenses,0.0531117174609783,2385.109557595993,4792.0,0.1304552960603916
1080,194693,Rabbinical College Beth Shraga,NY,0.04178272980501393,expendable net assets,endowment EOY,total liabilities,0.2122245523968921,,61.0,0.109090909090909
1081,217040,Yeshivath Beth Moshe,PA,0.04178272980501393,total assets,expendable net assets,endowment EOY,0.5521476877711189,,42.0,0.024390243902439
1082,218414,Newberry College,SC,0.04178272980501393,expendable net assets,tuition per student,endowment EOY,-0.0989366038064867,12865.492428831012,1651.0,0.2612681436210848
1083,218441,North Greenville University,SC,0.04178272980501393,total liabilities,3-yr expendable net assets % change,enrollment trend (slope),0.0253654323745622,13455.15252248729,2557.0,-0.0214313050133945
1084,217934,Columbia College,SC,0.04178272980501393,total assets,3-yr avg operating margin,enrollment trend (slope),-0.0344550104261907,9681.628985507246,2070.0,0.0642673521850899
1085,217998,Erskine College,SC,0.04178272980501393,total assets,3-yr avg operating margin,3-yr avg expenses-to-revenue,0.0576856329376496,33311.81325301205,1162.0,0.0412186379928315
1086,218821,Spartanburg Methodist College,SC,0.04178272980501393,total liabilities,total assets,expenses trend (slope),0.0610549061676772,24199.429722470904,1117.0,-0.0123784261715296
1087,214148,Moore College of Art and Design,PA,0.04178272980501393,undergrad enrollment,total liabilities,3-yr avg expenses-to-revenue,0.2322389427928253,122590.490430622,418.0,0.052896725440806
1088,217688,Charleston Southern University,SC,0.04178272980501393,tuition per student,endowment per student,endowment EOY,0.070957463567201,7053.035216260932,4231.0,0.0332112332112332
1089,215655,Robert Morris University,PA,0.04178272980501393,tuition per student,3-yr avg operating margin,3-yr avg assets-to-liabilities,-0.0391908970329646,8843.135459595054,5581.0,0.0360126229812511
1090,112260,Claremont McKenna College,CA,0.04178272980501393,expendable net assets,endowment per student,revenue per student,0.429873040061985,930226.9203664552,1419.0,-0.0097697138869504
1091,494603,The Southwestern Baptist Theological Seminary,TX,0.04178272980501393,expendable net assets,undergrad enrollment,3-yr expendable net assets % change,0.2766783107162465,42439.62037548316,3622.0,0.0643549808992065
1092,180106,Carroll College,MT,0.04178272980501393,expendable net assets,tuition per student,3-yr expendable net assets % change,0.2205447062785308,70992.4750219106,1141.0,-0.0624486442070665
1093,495280,Indian Bible College,AZ,0.04178272980501393,tuition & fees,expendable net assets,endowment EOY,0.0160143745223982,,41.0,0.2424242424242424
1094,124292,Thomas Aquinas College,CA,0.04,undergrad enrollment,3-yr avg operating margin,total expenses,-0.0374757709994177,56995.16820702403,541.0,0.0798403193612774
1095,177083,Conception Seminary College,MO,0.04,expendable net assets,3-yr expendable net assets % change,total assets,0.0050308086723092,218089.02325581395,43.0,0.5925925925925926
1096,167215,New England Law-Boston,MA,0.04,total liabilities,tuition dependence (tuition / total revenue),3-yr revenue % change,0.4116130473810165,85521.00267141584,1123.0,0.0475746268656716
1097,213400,Lancaster Bible College,PA,0.04,expendable net assets,3-yr avg operating margin,revenue per student,-0.006228144411142,6188.850255427842,3132.0,0.172594533882441
1098,159948,New Orleans Baptist Theological Seminary,LA,0.04,expendable net assets,3-yr expendable net assets % change,undergraduate share of enrollment,0.0776287656083921,26876.286603340977,3053.0,0.0810906515580736
1099,143978,The Chicago School at Chicago,IL,0.04,expendable net assets,tuition & fees,endowment EOY,0.1137733426117271,32127.733637747337,1314.0,-0.0567121320890165
1100,202046,Cleveland Institute of Art,OH,0.04,undergrad enrollment,tuition per student,endowment EOY,0.0118200020019541,65182.40554592721,577.0,-0.0236886632825719
1101,184773,Georgian Court University,NJ,0.04,tuition per student,3-yr avg operating margin,revenue trend (slope),0.0772642446723353,23854.076651982377,2270.0,-0.0930882940471434
1102,195049,The Rockefeller University,NY,0.04,endowment per student,revenue per student,tuition dependence (tuition / total revenue),-0.0761888734759759,8991943.825174825,286.0,0.0476190476190476
1103,195544,St. Joseph's University-New York,NY,0.029850746268656716,tuition per student,tuition & fees,total expenses,0.0592051491622394,12076.87916270219,5255.0,-0.0090514802941731
1104,238661,Edgewood College,WI,0.029850746268656716,tuition per student,undergraduate share of enrollment,total liabilities,0.1149168836994424,28447.586682427107,2538.0,0.1788202508128193
1105,194763,Rabbinical Seminary of America,NY,0.029850746268656716,total assets,undergrad enrollment,total liabilities,0.0808293965739912,129.29016393442623,610.0,-0.040880503144654
